Time,Latitude,Longitude,Magnitude,Depth (km),Place,Year
1970-01-01 00:28:23.830918852,53.7723,-164.1885,2.6,29.703,"111 km ESE of Akutan, Alaska",1970
1970-01-01 00:28:23.829578758,31.596,-104.108,2.2,7.7769,"43 km NW of Toyah, Texas",1970
1970-01-01 00:28:23.828655226,32.3311,141.8624,4.2,10.0,"Izu Islands, Japan region",1970
1970-01-01 00:28:23.828255025,51.1549,-175.1346,2.3,25.6,"131 km SE of Adak, Alaska",1970
1970-01-01 00:28:23.827465250,38.8253333,-122.805,2.23,2.68,"7 km NW of The Geysers, CA",1970
1970-01-01 00:28:23.827246490,19.392333984375,-155.274673461914,2.23,1.54999995231628,"7 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:23.827207310,17.828,-66.8783333333333,2.17,7.41,"16 km S of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.825624939,53.9286,-132.4416,3.7,10.0,"144 km S of Hydaburg, Alaska",1970
1970-01-01 00:28:23.825577545,51.7939,178.8664,2.7,100.643,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:23.825020059,53.9755,157.3953,4.0,261.057,"109 km NW of Yelizovo, Russia",1970
1970-01-01 00:28:23.824734026,32.3046,141.7204,4.9,10.0,"Izu Islands, Japan region",1970
1970-01-01 00:28:23.824698294,69.1056,-144.6573,2.8,7.5,"114 km NNE of Arctic Village, Alaska",1970
1970-01-01 00:28:23.824456924,61.4536,-146.9669,2.5,17.9,"48 km NW of Valdez, Alaska",1970
1970-01-01 00:28:23.824265851,69.1029,-144.7264,3.1,6.2,"113 km NNE of Arctic Village, Alaska",1970
1970-01-01 00:28:23.823402880,32.4106667,-115.5328333,2.19,3.17,"19 km SSE of Progreso, B.C., MX",1970
1970-01-01 00:28:23.823170700,19.5556659698486,-155.232833862305,2.38,23.1599998474121,"12 km N of Volcano, Hawaii",1970
1970-01-01 00:28:23.822684479,51.9306,-172.2043,3.0,35.0,"140 km ESE of Atka, Alaska",1970
1970-01-01 00:28:23.822477116,51.4148,-176.1689,2.0,23.1,"60 km SSE of Adak, Alaska",1970
1970-01-01 00:28:23.822274270,32.416,-115.5236667,2.69,4.42,"19 km SSE of Progreso, B.C., MX",1970
1970-01-01 00:28:23.821152080,51.4374,-179.8619,2.4,60.2,"228 km WSW of Adak, Alaska",1970
1970-01-01 00:28:23.821039230,-7.0109,155.0124,5.2,10.0,"92 km SW of Panguna, Papua New Guinea",1970
1970-01-01 00:28:23.819868179,44.4931,149.1838,4.3,35.551,"131 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.819757328,52.5468,-174.1829,3.6,223.235,"39 km N of Atka, Alaska",1970
1970-01-01 00:28:23.818280560,18.2173333333333,-66.3626666666667,2.45,33.34,"3 km ESE of Orocovis, Puerto Rico",1970
1970-01-01 00:28:23.817618551,-20.4696,-69.8989,4.0,86.524,"26 km SSW of Pozo Almonte, Chile",1970
1970-01-01 00:28:23.817490299,-7.101,67.9432,5.2,10.0,Mid-Indian Ridge,1970
1970-01-01 00:28:23.816527690,19.2035007476807,-155.478164672852,2.09,35.4799995422363,"0 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:23.816036903,59.9594,-153.0764,3.5,123.7,"60 km ENE of Pedro Bay, Alaska",1970
1970-01-01 00:28:23.815873261,51.4088,-175.4247,2.2,25.5,"98 km ESE of Adak, Alaska",1970
1970-01-01 00:28:23.815213796,-13.7718,66.0713,4.4,10.0,Mid-Indian Ridge,1970
1970-01-01 00:28:23.814320423,59.9329,-149.6831,2.0,9.8,"20 km SW of Lowell Point, Alaska",1970
1970-01-01 00:28:23.813397200,51.3426,-178.2243,2.8,35.0,"125 km WSW of Adak, Alaska",1970
1970-01-01 00:28:23.812864915,-7.2595,67.9631,4.8,10.0,Mid-Indian Ridge,1970
1970-01-01 00:28:23.812730036,-7.1134,67.98,5.7,9.929,Mid-Indian Ridge,1970
1970-01-01 00:28:23.812591220,19.1663333333333,-155.421333333333,4.36,12.33,"7 km SE of Pāhala, Hawaii",1970
1970-01-01 00:28:23.812282106,44.4655,148.9388,4.3,44.541,"119 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.811000639,-21.8741,-175.9158,4.7,145.952,"100 km SW of Houma, Tonga",1970
1970-01-01 00:28:23.810748323,-7.3111,68.0138,4.7,10.0,Chagos Archipelago region,1970
1970-01-01 00:28:23.810285868,61.3769,-148.9681,2.3,9.9,"9 km SSW of Knik River, Alaska",1970
1970-01-01 00:28:23.810284868,-7.1878,68.0211,5.1,10.0,Chagos Archipelago region,1970
1970-01-01 00:28:23.810041346,-14.6795,167.1985,4.4,114.713,"42 km NNE of Port-Olry, Vanuatu",1970
1970-01-01 00:28:23.809489693,-20.6389,-177.8389,4.4,386.842,"270 km WNW of Houma, Tonga",1970
1970-01-01 00:28:23.808671750,62.037,-150.3967,2.1,10.2,"31 km WSW of Susitna North, Alaska",1970
1970-01-01 00:28:23.808544702,57.8531,-153.7367,2.7,40.6,"37 km NNE of Larsen Bay, Alaska",1970
1970-01-01 00:28:23.808436460,19.5053333333333,-155.472333333333,2.28,3.42,"25 km WNW of Volcano, Hawaii",1970
1970-01-01 00:28:23.806441157,31.679,-104.386,2.4,6.1316,"55 km S of Whites City, New Mexico",1970
1970-01-01 00:28:23.805808871,-6.0599,148.2248,4.8,72.584,"69 km NE of Finschhafen, Papua New Guinea",1970
1970-01-01 00:28:23.805221561,53.0739,-167.8725,3.5,73.874,"68 km ENE of Nikolski, Alaska",1970
1970-01-01 00:28:23.803706484,1.156,126.3562,4.6,47.743,"121 km WNW of Ternate, Indonesia",1970
1970-01-01 00:28:23.803498620,-1.7562,-78.0928,4.2,164.91,"15 km WSW of Palora, Ecuador",1970
1970-01-01 00:28:23.803064990,19.392,-155.278833333333,2.06,1.61,"7 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:23.803057025,-12.9186,66.4515,5.3,10.0,Mid-Indian Ridge,1970
1970-01-01 00:28:23.802133392,-2.253,139.1225,4.2,32.261,"172 km WNW of Abepura, Indonesia",1970
1970-01-01 00:28:23.802022653,65.4898,-173.042,2.6,14.8,"61 km W of Lorino, Russia",1970
1970-01-01 00:28:23.801031550,19.267333984375,-155.400497436523,2.37,31.1900005340576,"10 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:23.800375979,-13.7943,167.1598,4.7,203.133,"43 km WNW of Sola, Vanuatu",1970
1970-01-01 00:28:23.799033963,44.0788,-105.4142,2.8,0.0,"16 km SSE of Antelope Valley-Crestview, Wyoming",1970
1970-01-01 00:28:23.796835909,-26.4533,-177.1053,4.5,105.809,south of the Fiji Islands,1970
1970-01-01 00:28:23.795756817,9.2977,126.8191,4.5,10.0,"69 km E of Cortes, Philippines",1970
1970-01-01 00:28:23.795492345,55.8174,-160.3735,2.1,118.0,"54 km N of Sand Point, Alaska",1970
1970-01-01 00:28:23.792729570,-21.1089,168.526,4.6,10.0,"82 km NE of Tadine, New Caledonia",1970
1970-01-01 00:28:23.790576339,54.2444,-159.8733,2.2,23.2,"128 km SSE of Sand Point, Alaska",1970
1970-01-01 00:28:23.790556320,19.394,-155.2775,2.42,1.41,"7 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:23.790121978,61.6223,-148.7849,2.0,29.0,"8 km E of Lazy Mountain, Alaska",1970
1970-01-01 00:28:23.789831575,-56.1883,-27.3123,4.8,92.869,South Sandwich Islands region,1970
1970-01-01 00:28:23.789425909,-48.9846,164.5202,4.2,8.63,off the west coast of the South Island of New Zealand,1970
1970-01-01 00:28:23.788643260,18.0426666666667,-67.359,2.51,12.07,"18 km W of Puerto Real, Puerto Rico",1970
1970-01-01 00:28:23.788533830,19.2121666666667,-64.482,3.3,16.71,"102 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:23.788048843,8.3548,126.2781,4.4,79.396,"4 km N of Bigaan, Philippines",1970
1970-01-01 00:28:23.787941250,18.2408333333333,-64.1676666666667,3.27,80.33,"66 km E of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:23.782641947,58.2456,-137.9323,2.1,10.0,"93 km W of Elfin Cove, Alaska",1970
1970-01-01 00:28:23.781981683,-17.32,-178.9095,4.4,534.953,"205 km ENE of Levuka, Fiji",1970
1970-01-01 00:28:23.781746909,44.451,149.05,4.4,58.79,"126 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.781623681,-19.8811,-177.5434,4.0,495.388,"273 km WNW of Houma, Tonga",1970
1970-01-01 00:28:23.781246617,55.6372,-158.1667,2.0,17.8,"68 km ESE of Perryville, Alaska",1970
1970-01-01 00:28:23.779827756,8.3648,127.1915,4.5,10.0,"86 km ENE of Barcelona, Philippines",1970
1970-01-01 00:28:23.778513019,8.5588,126.4999,5.0,51.88,"27 km NE of Hinatuan, Philippines",1970
1970-01-01 00:28:23.778250711,29.316,-97.464,2.6,8.1434,"17 km ENE of Smiley, Texas",1970
1970-01-01 00:28:23.778222574,65.1471,-162.9878,2.0,7.9,"55 km NNE of White Mountain, Alaska",1970
1970-01-01 00:28:23.777907760,44.4857,148.8878,4.3,49.497,"114 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.777666751,31.616,-103.963,2.3,7.417,"35 km WSW of Mentone, Texas",1970
1970-01-01 00:28:23.775863193,44.4806,149.0767,4.6,52.902,"125 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.775829140,31.609,-103.96,2.1,7.8411,"35 km WSW of Mentone, Texas",1970
1970-01-01 00:28:23.775796769,31.605,-103.96,2.1,8.0211,"35 km NNW of Toyah, Texas",1970
1970-01-01 00:28:23.775599546,66.3116,-150.0771,2.5,6.5,"56 km NW of Stevens Village, Alaska",1970
1970-01-01 00:28:23.775331618,55.4846,-158.5168,2.1,5.0,"61 km SE of Perryville, Alaska",1970
1970-01-01 00:28:23.774963436,27.8668,128.9747,4.5,51.324,"9 km NE of Amagi, Japan",1970
1970-01-01 00:28:23.774731313,53.4681,-159.6677,2.9,18.816,"214 km SSE of Sand Point, Alaska",1970
1970-01-01 00:28:23.774577740,33.964,-116.3461667,2.06,4.13,"14 km E of Desert Hot Springs, CA",1970
1970-01-01 00:28:23.774242727,32.125,-101.054,2.9,8.1923,"25 km S of Westbrook, Texas",1970
1970-01-01 00:28:23.773070308,11.6982,124.3946,4.6,10.0,"8 km W of Tucdao, Philippines",1970
1970-01-01 00:28:23.773042660,18.1761,-68.597,3.84,138.0,"22 km S of Boca de Yuma, Dominican Republic",1970
1970-01-01 00:28:23.772741390,-29.9877,-177.3627,4.7,10.0,"Kermadec Islands, New Zealand",1970
1970-01-01 00:28:23.771955540,17.9188333333333,-66.9121666666667,2.09,5.27,"5 km S of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.771884237,50.1961,-179.9962,3.9,35.0,"Andreanof Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:23.771689861,12.5286,-88.1504,4.8,62.641,"74 km S of Intipucá, El Salvador",1970
1970-01-01 00:28:23.771258935,53.0363,-172.5054,3.8,245.924,"148 km NE of Atka, Alaska",1970
1970-01-01 00:28:23.771082446,60.0983,-152.4501,2.0,88.1,"43 km WNW of Happy Valley, Alaska",1970
1970-01-01 00:28:23.769463390,19.3048333333333,-155.225666666667,2.93,7.97,"15 km S of Volcano, Hawaii",1970
1970-01-01 00:28:23.769413788,40.5601,142.4133,4.8,38.266,"68 km NE of Kuji, Japan",1970
1970-01-01 00:28:23.769303190,19.307,-155.220166666667,2.98,7.62,"15 km S of Volcano, Hawaii",1970
1970-01-01 00:28:23.768091385,53.8664,-165.8228,2.0,66.1,"29 km S of Akutan, Alaska",1970
1970-01-01 00:28:23.768016487,69.6432,-142.5205,2.8,4.1,"69 km SE of Kaktovik, Alaska",1970
1970-01-01 00:28:23.767243038,44.5032,149.1989,4.9,35.0,"131 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.767079672,63.1007,-149.1025,2.0,72.3,"33 km SSW of Cantwell, Alaska",1970
1970-01-01 00:28:23.765006220,40.4025,-125.1083333,3.5,10.0,"70 km W of Petrolia, CA",1970
1970-01-01 00:28:23.764898390,40.1458333,-123.8471667,2.26,22.24,"4 km NW of Redway, CA",1970
1970-01-01 00:28:23.763849943,44.5081,148.875,4.6,35.0,"112 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.762067010,17.9198333333333,-66.8401666666667,2.74,10.14,"8 km SE of Maria Antonia, Puerto Rico",1970
1970-01-01 00:28:23.761864160,19.0611,-64.5831,3.52,13.0,"83 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:23.761426349,-59.4329,-151.808,4.7,10.0,Pacific-Antarctic Ridge,1970
1970-01-01 00:28:23.761247610,19.3703333333333,-155.388333333333,2.53,9.74,"18 km WSW of Volcano, Hawaii",1970
1970-01-01 00:28:23.760034887,36.3336,28.3997,4.2,71.016,"17 km E of Faliraki, Greece",1970
1970-01-01 00:28:23.758186797,-60.9676,-54.1857,4.7,10.0,South Shetland Islands,1970
1970-01-01 00:28:23.758115997,-61.0903,-53.9128,5.2,10.0,South Shetland Islands,1970
1970-01-01 00:28:23.758064692,44.442,149.0796,4.5,46.877,"128 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.756246968,44.4629,149.0713,5.0,42.223,"126 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.756046950,38.1995,38.0744,4.6,10.0,"17 km SSE of Akçadağ, Turkey",1970
1970-01-01 00:28:23.755365056,-21.185,-68.479,4.3,135.158,"23 km W of Ollagüe, Chile",1970
1970-01-01 00:28:23.754916131,44.596,149.0388,6.5,31.0,"115 km SE of Kuril’sk, Russia",1970
1970-01-01 00:28:23.754779697,-65.4365,-179.6885,5.8,10.0,Pacific-Antarctic Ridge,1970
1970-01-01 00:28:23.753551650,19.170166015625,-155.480667114258,2.0,32.7799987792969,"3 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:23.752665520,35.5185,-120.8006667,2.11,5.4,"9 km WSW of Templeton, CA",1970
1970-01-01 00:28:23.752238765,56.3598,-159.2974,2.1,121.7,"35 km WNW of Chignik Lake, Alaska",1970
1970-01-01 00:28:23.750288799,36.162,69.9176,4.2,122.959,"45 km S of Farkhār, Afghanistan",1970
1970-01-01 00:28:23.749803800,19.1298,-66.5138,3.73,24.0,"73 km N of Tierras Nuevas Poniente, Puerto Rico",1970
1970-01-01 00:28:23.749271140,19.1604995727539,-155.481002807617,2.43,32.3300018310547,"4 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:23.747030566,-6.9015,125.7205,4.3,510.158,"180 km N of Metinaro, Timor Leste",1970
1970-01-01 00:28:23.746841890,40.415,-125.2471667,3.75,10.0,"82 km W of Petrolia, CA",1970
1970-01-01 00:28:23.746318594,10.9242,-70.49,4.4,17.868,"23 km ESE of Dabajuro, Venezuela",1970
1970-01-01 00:28:23.742811832,57.94,-156.142,2.1,134.2,"79 km ESE of Egegik, Alaska",1970
1970-01-01 00:28:23.740552529,53.0866,-162.2016,2.8,10.0,"212 km SSE of False Pass, Alaska",1970
1970-01-01 00:28:23.740505030,17.8618333333333,-66.8726666666667,2.33,12.43,"12 km SSE of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.739756158,55.4275,-134.793,2.9,7.3,"91 km SW of Edna Bay, Alaska",1970
1970-01-01 00:28:23.739456390,19.1726666666667,-155.368,2.63,30.52,"12 km ESE of Pāhala, Hawaii",1970
1970-01-01 00:28:23.738732616,60.0041,-151.6414,2.1,49.2,"5 km SSE of Ninilchik, Alaska",1970
1970-01-01 00:28:23.738006717,69.4581,-144.0129,2.6,4.6,"76 km S of Kaktovik, Alaska",1970
1970-01-01 00:28:23.736694648,31.688,-104.411,2.3,5.8231,"54 km S of Whites City, New Mexico",1970
1970-01-01 00:28:23.735934273,54.308,-162.5164,3.2,19.811,"83 km SE of False Pass, Alaska",1970
1970-01-01 00:28:23.735177207,56.1394,-149.2151,2.9,10.0,"248 km SE of Chiniak, Alaska",1970
1970-01-01 00:28:23.734925970,17.8963333333333,-66.9043333333333,2.68,9.14,"8 km S of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.731667030,19.220666885376,-155.383163452148,2.38000011,30.8700008392334,"10 km E of Pāhala, Hawaii",1970
1970-01-01 00:28:23.731362880,19.3225,-155.190166666667,2.11,4.66,"14 km SSE of Volcano, Hawaii",1970
1970-01-01 00:28:23.729280671,55.6164,-156.9893,2.4,1.5,"116 km SE of Chignik, Alaska",1970
1970-01-01 00:28:23.727311401,6.121,125.4786,5.2,35.0,"12 km ENE of Suyan, Philippines",1970
1970-01-01 00:28:23.726989793,65.0182,-164.2254,3.4,9.5,"52 km NNE of Solomon, Alaska",1970
1970-01-01 00:28:23.726196459,-21.5745,170.1511,4.1,70.751,"235 km E of Tadine, New Caledonia",1970
1970-01-01 00:28:23.725844608,67.4882,-170.8778,2.6,15.422,"198 km WSW of Point Hope, Alaska",1970
1970-01-01 00:28:23.724111722,1.3802,127.3648,4.4,12.737,"65 km N of Ternate, Indonesia",1970
1970-01-01 00:28:23.723239349,2.5063,128.6111,4.2,228.921,"108 km NE of Tobelo, Indonesia",1970
1970-01-01 00:28:23.722484871,-24.2036,-67.0556,4.4,210.942,"74 km W of San Antonio de los Cobres, Argentina",1970
1970-01-01 00:28:23.722328200,17.9371666666667,-66.8906666666667,2.09,9.83,"4 km SSE of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.720018029,56.3932,-34.1628,5.1,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:23.718904010,49.374,-120.51333333333334,2.05,-0.51,"9 km S of Princeton, Canada",1970
1970-01-01 00:28:23.718082464,51.933,-173.1297,2.8,35.0,"79 km ESE of Atka, Alaska",1970
1970-01-01 00:28:23.718067050,19.1081666666667,-68.527,3.43,29.9,"52 km NNE of Otra Banda, Dominican Republic",1970
1970-01-01 00:28:23.717910045,51.3986,-178.2666,2.0,24.8,"124 km WSW of Adak, Alaska",1970
1970-01-01 00:28:23.717336355,67.4208,-170.1581,2.6,13.0,"177 km SW of Point Hope, Alaska",1970
1970-01-01 00:28:23.717036800,-7.7769,107.9533,5.1,72.197,"50 km SSW of Singaparna, Indonesia",1970
1970-01-01 00:28:23.716631540,51.7728,-176.7307,2.1,72.7,"13 km SSW of Adak, Alaska",1970
1970-01-01 00:28:23.716263902,67.5603,-171.1819,3.3,10.0,"205 km WSW of Point Hope, Alaska",1970
1970-01-01 00:28:23.715200905,55.9525,-159.7282,2.0,0.2,"16 km WNW of Ivanof Bay, Alaska",1970
1970-01-01 00:28:23.714468286,-52.9925,-117.9904,4.7,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:23.712883135,67.4418,-170.3835,2.7,14.6,"183 km SW of Point Hope, Alaska",1970
1970-01-01 00:28:23.712798754,-53.0898,-118.1134,5.8,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:23.711299620,19.253833770752,-155.378829956055,2.16,31.3700008392334,"11 km ENE of Pāhala, Hawaii",1970
1970-01-01 00:28:23.710069880,38.8146667,-122.7988333,2.27,2.55,"6 km NW of The Geysers, CA",1970
1970-01-01 00:28:23.708880780,-54.4016,-120.1055,4.6,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:23.708610260,51.3721,-177.0894,2.0,45.6,"64 km SSW of Adak, Alaska",1970
1970-01-01 00:28:23.707540510,35.2355,-120.784,3.07,6.22,"8 km NW of Avila Beach, CA",1970
1970-01-01 00:28:23.707159001,31.687,-104.297,2.2,7.9311,"54 km S of Whites City, New Mexico",1970
1970-01-01 00:28:23.706980252,34.4841,62.1198,4.3,9.976,"16 km NNW of Herāt, Afghanistan",1970
1970-01-01 00:28:23.705826812,55.1513,-159.4445,2.1,5.4,"70 km ESE of Sand Point, Alaska",1970
1970-01-01 00:28:23.705190808,51.3599,-178.9014,3.2,25.74,"167 km WSW of Adak, Alaska",1970
1970-01-01 00:28:23.705133444,51.377,-178.9273,3.3,27.685,"168 km WSW of Adak, Alaska",1970
1970-01-01 00:28:23.704301230,35.9243333,-117.6861667,2.84,2.17,"20 km E of Little Lake, CA",1970
1970-01-01 00:28:23.703628600,17.9511666666667,-66.9403333333333,2.35,7.74,"4 km WSW of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.703368538,43.4424,16.2943,3.8,10.0,"5 km N of Grohote, Croatia",1970
1970-01-01 00:28:23.703172803,53.4551,160.209,4.2,61.978,"114 km ENE of Petropavlovsk-Kamchatsky, Russia",1970
1970-01-01 00:28:23.703164282,-9.9486,123.7035,5.0,39.974,"26 km NNE of Kupang, Indonesia",1970
1970-01-01 00:28:23.703150096,54.4336,-159.747,3.0,35.0,"111 km SSE of Sand Point, Alaska",1970
1970-01-01 00:28:23.701290218,31.641,-104.275,2.8,6.4915,"58 km NW of Toyah, Texas",1970
1970-01-01 00:28:23.700911583,69.4642,-144.09,3.0,12.1,"76 km SSW of Kaktovik, Alaska",1970
1970-01-01 00:28:23.699851412,11.1524,125.8418,4.0,47.332,"18 km NE of Guiuan, Philippines",1970
1970-01-01 00:28:23.699216360,35.7716666666667,-90.1908333333333,3.8,11.2,"6 km NE of Etowah, Arkansas",1970
1970-01-01 00:28:23.697929430,35.9253333,-117.684,3.32,2.57,"20 km E of Little Lake, CA",1970
1970-01-01 00:28:23.697755132,2.6771,128.5912,4.4,224.789,"123 km NNE of Tobelo, Indonesia",1970
1970-01-01 00:28:23.696902331,51.6291,177.631,2.8,53.761,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:23.695739678,59.9122,-153.2291,2.1,117.7,"51 km ENE of Pedro Bay, Alaska",1970
1970-01-01 00:28:23.694606581,62.1718,-149.6643,2.4,50.0,"9 km E of Susitna North, Alaska",1970
1970-01-01 00:28:23.693884888,52.3869,-173.2979,3.3,183.426,"65 km ENE of Atka, Alaska",1970
1970-01-01 00:28:23.691703850,17.832,-66.86,2.48,12.07,"16 km SSE of Guánica, Puerto Rico",1970
1970-01-01 00:28:23.691637483,56.4341,-34.0131,5.0,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:23.691367393,-53.1275,-117.7908,5.4,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:23.691079124,8.8522,127.7701,4.3,10.0,"160 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:23.690695509,60.8128,-152.4956,2.5,118.4,"67 km W of Nikiski, Alaska",1970
1970-01-01 00:28:23.688860460,51.3534,-175.2919,3.9,35.0,"109 km ESE of Adak, Alaska",1970
1970-01-01 00:28:23.688436340,42.8645,-82.4677,2.4,7.325,"3 km SW of Corunna, Canada",1970
1970-01-01 00:28:23.688264970,19.1625,-155.3615,3.11,28.36,"13 km ESE of Pāhala, Hawaii",1970
1970-01-01 00:28:23.686861651,52.2844,-168.3862,2.8,35.0,"79 km SSE of Nikolski, Alaska",1970
1970-01-01 00:28:23.684962325,32.764,-100.636,2.3,7.3609,"18 km NE of Hermleigh, Texas",1970
1970-01-01 00:28:23.683981750,53.4346,-164.9825,3.5,35.0,"93 km SSE of Akutan, Alaska",1970
1970-01-01 00:28:23.683184360,35.9226667,-117.6843333,2.87,2.09,"20 km E of Little Lake, CA",1970
1970-01-01 00:28:23.683100190,35.9248333,-117.6863333,2.0,2.35,"20 km E of Little Lake, CA",1970
1970-01-01 00:28:23.683036404,8.8827,126.2602,4.4,10.0,"5 km W of Aras-asan, Philippines",1970
1970-01-01 00:28:23.682944074,60.3763,-150.5001,2.0,41.3,"20 km SE of Funny River, Alaska",1970
1970-01-01 00:28:23.682848058,54.44,-161.5145,2.0,13.2,"86 km SE of King Cove, Alaska",1970
1970-01-01 00:28:23.682252459,41.0715,33.7513,4.9,10.0,"19 km NNE of Ilgaz, Turkey",1970
1970-01-01 00:28:23.682162643,-53.4017,-117.782,4.9,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:23.680110064,54.2142,-162.331,2.6,35.0,"94 km S of King Cove, Alaska",1970
1970-01-01 00:28:23.679130193,8.4289,-103.4931,4.3,10.0,northern East Pacific Rise,1970
1970-01-01 00:28:23.679050010,8.2106,-103.7925,4.4,10.0,northern East Pacific Rise,1970
1970-01-01 00:28:23.678900950,35.9288333,-117.6818333,3.18,2.76,"20 km E of Little Lake, CA",1970
1970-01-01 00:28:23.676973848,-17.0229,168.5917,4.5,235.649,"84 km NNE of Port-Vila, Vanuatu",1970
